Draw Date,Month,Day,Year,Weekday,Weekday,Quarter,Winning Numbers,Mega Ball,Multiplier,First,Second,Third,Fourth,Fifth
8/17/2012,8,17,2012,Fri,1,3,08 20 24 35 56,24,3,8,20,24,35,56
8/14/2012,8,14,2012,Tue,0,3,15 23 34 39 55,32,4,15,23,34,39,55
8/10/2012,8,10,2012,Fri,1,3,10 18 36 38 44,8,4,10,18,36,38,44
8/7/2012,8,7,2012,Tue,0,3,30 32 33 42 48,7,4,30,32,33,42,48
8/3/2012,8,3,2012,Fri,1,3,02 10 13 38 46,2,3,2,10,13,38,46
7/31/2012,7,31,2012,Tue,0,3,05 18 21 29 41,37,3,5,18,21,29,41
7/27/2012,7,27,2012,Fri,1,3,02 03 04 08 43,26,3,2,3,4,8,43
7/24/2012,7,24,2012,Tue,0,3,05 09 38 46 51,5,4,5,9,38,46,51
7/20/2012,7,20,2012,Fri,1,3,02 44 48 50 52,3,3,2,44,48,50,52
7/17/2012,7,17,2012,Tue,0,3,01 13 21 49 55,17,4,1,13,21,49,55
7/13/2012,7,13,2012,Fri,1,3,06 07 13 24 46,34,2,6,7,13,24,46
7/10/2012,7,10,2012,Tue,0,3,03 11 19 23 36,21,4,3,11,19,23,36
7/6/2012,7,6,2012,Fri,1,3,20 23 28 35 39,21,3,20,23,28,35,39
7/3/2012,7,3,2012,Tue,0,3,03 04 24 36 52,45,4,3,4,24,36,52
6/29/2012,6,29,2012,Fri,1,2,28 34 39 45 53,34,4,28,34,39,45,53
6/26/2012,6,26,2012,Tue,0,2,03 16 23 35 36,20,4,3,16,23,35,36
6/22/2012,6,22,2012,Fri,1,2,10 16 19 32 36,13,3,10,16,19,32,36
6/19/2012,6,19,2012,Tue,0,2,11 21 27 30 53,11,2,11,21,27,30,53
6/15/2012,6,15,2012,Fri,1,2,08 12 18 30 40,4,3,8,12,18,30,40
6/12/2012,6,12,2012,Tue,0,2,02 09 17 34 50,45,4,2,9,17,34,50
6/8/2012,6,8,2012,Fri,1,2,04 09 34 40 48,25,3,4,9,34,40,48
6/5/2012,6,5,2012,Tue,0,2,37 39 42 53 55,22,3,37,39,42,53,55
6/1/2012,6,1,2012,Fri,1,2,02 27 38 46 52,45,3,2,27,38,46,52
5/29/2012,5,29,2012,Tue,0,2,02 14 29 53 55,31,3,2,14,29,53,55
5/25/2012,5,25,2012,Fri,1,2,09 15 21 40 54,11,4,9,15,21,40,54
5/22/2012,5,22,2012,Tue,0,2,10 14 35 43 52,16,2,10,14,35,43,52
5/18/2012,5,18,2012,Fri,1,2,03 11 22 34 49,1,4,3,11,22,34,49
5/15/2012,5,15,2012,Tue,0,2,10 11 12 14 24,6,4,10,11,12,14,24
5/11/2012,5,11,2012,Fri,1,2,03 15 29 35 54,8,4,3,15,29,35,54
5/8/2012,5,8,2012,Tue,0,2,02 06 08 18 51,19,3,2,6,8,18,51
5/4/2012,5,4,2012,Fri,1,2,04 11 21 42 53,38,4,4,11,21,42,53
5/1/2012,5,1,2012,Tue,0,2,24 27 31 45 52,38,4,24,27,31,45,52
4/27/2012,4,27,2012,Fri,1,2,02 05 45 46 47,37,4,2,5,45,46,47
4/24/2012,4,24,2012,Tue,0,2,03 09 15 37 38,39,4,3,9,15,37,38
4/20/2012,4,20,2012,Fri,1,2,14 23 26 33 35,40,3,14,23,26,33,35
4/17/2012,4,17,2012,Tue,0,2,01 16 24 32 48,2,4,1,16,24,32,48
4/13/2012,4,13,2012,Fri,1,2,09 14 17 36 42,33,4,9,14,17,36,42
4/10/2012,4,10,2012,Tue,0,2,02 06 12 31 48,25,4,2,6,12,31,48
4/6/2012,4,6,2012,Fri,1,2,02 19 20 24 33,39,4,2,19,20,24,33
4/3/2012,4,3,2012,Tue,0,2,11 35 38 41 52,40,4,11,35,38,41,52
3/30/2012,3,30,2012,Fri,1,1,02 04 23 38 46,23,3,2,4,23,38,46
3/27/2012,3,27,2012,Tue,0,1,09 19 34 44 51,24,3,9,19,34,44,51
3/23/2012,3,23,2012,Fri,1,1,06 17 19 20 21,20,4,6,17,19,20,21
3/20/2012,3,20,2012,Tue,0,1,01 04 06 11 14,30,4,1,4,6,11,14
3/16/2012,3,16,2012,Fri,1,1,28 29 43 51 53,7,3,28,29,43,51,53
3/13/2012,3,13,2012,Tue,0,1,02 08 30 36 48,31,3,2,8,30,36,48
3/9/2012,3,9,2012,Fri,1,1,09 10 27 36 42,11,4,9,10,27,36,42
3/6/2012,3,6,2012,Tue,0,1,20 24 31 33 36,44,4,20,24,31,33,36
3/2/2012,3,2,2012,Fri,1,1,16 29 48 52 54,5,2,16,29,48,52,54
2/28/2012,2,28,2012,Tue,0,1,06 15 29 39 51,36,3,6,15,29,39,51
2/24/2012,2,24,2012,Fri,1,1,01 16 18 25 27,3,4,1,16,18,25,27
2/21/2012,2,21,2012,Tue,0,1,09 30 39 42 47,37,3,9,30,39,42,47
2/17/2012,2,17,2012,Fri,1,1,16 25 28 32 40,3,3,16,25,28,32,40
2/14/2012,2,14,2012,Tue,0,1,03 05 10 26 27,27,2,3,5,10,26,27
2/10/2012,2,10,2012,Fri,1,1,03 04 18 29 50,20,4,3,4,18,29,50
2/7/2012,2,7,2012,Tue,0,1,17 23 30 37 45,4,4,17,23,30,37,45
2/3/2012,2,3,2012,Fri,1,1,07 19 21 49 53,35,4,7,19,21,49,53
1/31/2012,1,31,2012,Tue,0,1,09 17 18 28 43,9,3,9,17,18,28,43
1/27/2012,1,27,2012,Fri,1,1,03 05 30 36 48,23,4,3,5,30,36,48
1/24/2012,1,24,2012,Tue,0,1,10 22 24 36 49,33,4,10,22,24,36,49
1/20/2012,1,20,2012,Fri,1,1,01 09 28 38 47,8,2,1,9,28,38,47
1/17/2012,1,17,2012,Tue,0,1,03 15 31 36 53,27,2,3,15,31,36,53
1/13/2012,1,13,2012,Fri,1,1,10 27 28 37 51,19,3,10,27,28,37,51
1/10/2012,1,10,2012,Tue,0,1,04 10 16 38 48,34,3,4,10,16,38,48
1/6/2012,1,6,2012,Fri,1,1,09 17 28 34 48,46,2,9,17,28,34,48
1/3/2012,1,3,2012,Tue,0,1,02 03 15 22 36,23,2,2,3,15,22,36
12/30/2011,12,30,2011,Fri,1,4,04 24 45 46 52,1,4,4,24,45,46,52
12/27/2011,12,27,2011,Tue,0,4,23 32 33 39 43,8,3,23,32,33,39,43
12/23/2011,12,23,2011,Fri,1,4,03 05 08 18 29,14,4,3,5,8,18,29
12/20/2011,12,20,2011,Tue,0,4,20 24 27 45 51,31,4,20,24,27,45,51
12/16/2011,12,16,2011,Fri,1,4,02 04 26 36 39,27,3,2,4,26,36,39
12/13/2011,12,13,2011,Tue,0,4,05 06 22 26 41,6,4,5,6,22,26,41
12/9/2011,12,9,2011,Fri,1,4,04 12 29 49 51,44,4,4,12,29,49,51
12/6/2011,12,6,2011,Tue,0,4,07 21 29 35 49,39,4,7,21,29,35,49
12/2/2011,12,2,2011,Fri,1,4,24 30 48 51 56,45,4,24,30,48,51,56
11/29/2011,11,29,2011,Tue,0,4,17 29 43 48 52,36,4,17,29,43,48,52
11/25/2011,11,25,2011,Fri,1,4,22 28 42 49 54,43,3,22,28,42,49,54
11/22/2011,11,22,2011,Tue,0,4,04 16 23 33 48,38,2,4,16,23,33,48
11/18/2011,11,18,2011,Fri,1,4,04 13 33 39 55,3,4,4,13,33,39,55
11/15/2011,11,15,2011,Tue,0,4,03 06 24 30 33,21,4,3,6,24,30,33
11/11/2011,11,11,2011,Fri,1,4,02 16 22 29 50,27,4,2,16,22,29,50
11/8/2011,11,8,2011,Tue,0,4,05 31 45 47 54,4,4,5,31,45,47,54
11/4/2011,11,4,2011,Fri,1,4,26 30 32 33 44,1,4,26,30,32,33,44
11/1/2011,11,1,2011,Tue,0,4,27 31 39 40 46,36,3,27,31,39,40,46
10/28/2011,10,28,2011,Fri,1,4,13 31 49 52 56,41,4,13,31,49,52,56
10/25/2011,10,25,2011,Tue,0,4,13 33 40 44 46,8,4,13,33,40,44,46
10/21/2011,10,21,2011,Fri,1,4,06 21 35 37 38,17,3,6,21,35,37,38
10/18/2011,10,18,2011,Tue,0,4,24 25 45 47 53,42,2,24,25,45,47,53
10/14/2011,10,14,2011,Fri,1,4,13 35 42 45 54,26,4,13,35,42,45,54
10/11/2011,10,11,2011,Tue,0,4,25 34 38 44 56,27,4,25,34,38,44,56
10/7/2011,10,7,2011,Fri,1,4,05 15 19 23 38,19,4,5,15,19,23,38
10/4/2011,10,4,2011,Tue,0,4,03 26 40 45 52,11,3,3,26,40,45,52
9/30/2011,9,30,2011,Fri,1,3,03 19 21 44 45,29,4,3,19,21,44,45
9/27/2011,9,27,2011,Tue,0,3,02 20 28 36 45,37,4,2,20,28,36,45
9/23/2011,9,23,2011,Fri,1,3,27 31 32 40 52,36,4,27,31,32,40,52
9/20/2011,9,20,2011,Tue,0,3,06 29 38 50 51,39,4,6,29,38,50,51
9/16/2011,9,16,2011,Fri,1,3,06 23 41 45 56,24,4,6,23,41,45,56
9/13/2011,9,13,2011,Tue,0,3,22 31 43 48 56,45,4,22,31,43,48,56
9/9/2011,9,9,2011,Fri,1,3,07 12 19 23 31,45,4,7,12,19,23,31
9/6/2011,9,6,2011,Tue,0,3,01 36 38 42 49,19,4,1,36,38,42,49
9/2/2011,9,2,2011,Fri,1,3,25 44 48 49 55,20,3,25,44,48,49,55
8/30/2011,8,30,2011,Tue,0,3,02 22 25 28 50,18,4,2,22,25,28,50
8/26/2011,8,26,2011,Fri,1,3,02 03 27 30 47,36,3,2,3,27,30,47
8/23/2011,8,23,2011,Tue,0,3,11 21 44 48 49,23,3,11,21,44,48,49
8/19/2011,8,19,2011,Fri,1,3,05 15 53 54 56,22,2,5,15,53,54,56
8/16/2011,8,16,2011,Tue,0,3,04 38 41 42 43,44,4,4,38,41,42,43
8/12/2011,8,12,2011,Fri,1,3,09 43 51 54 55,13,4,9,43,51,54,55
8/9/2011,8,9,2011,Tue,0,3,11 19 39 45 54,15,4,11,19,39,45,54
8/5/2011,8,5,2011,Fri,1,3,06 24 28 33 42,19,3,6,24,28,33,42
8/2/2011,8,2,2011,Tue,0,3,14 17 19 20 32,28,4,14,17,19,20,32
7/29/2011,7,29,2011,Fri,1,3,08 10 22 47 48,35,4,8,10,22,47,48
7/26/2011,7,26,2011,Tue,0,3,20 25 35 52 55,10,3,20,25,35,52,55
7/22/2011,7,22,2011,Fri,1,3,23 31 32 39 56,38,4,23,31,32,39,56
7/19/2011,7,19,2011,Tue,0,3,02 09 10 16 35,40,4,2,9,10,16,35
7/15/2011,7,15,2011,Fri,1,3,16 29 30 46 56,6,3,16,29,30,46,56
7/12/2011,7,12,2011,Tue,0,3,03 09 11 44 49,9,4,3,9,11,44,49
7/8/2011,7,8,2011,Fri,1,3,01 02 22 37 50,45,3,1,2,22,37,50
7/5/2011,7,5,2011,Tue,0,3,01 10 13 18 46,19,2,1,10,13,18,46
7/1/2011,7,1,2011,Fri,1,3,12 17 30 35 47,26,4,12,17,30,35,47
6/28/2011,6,28,2011,Tue,0,2,12 17 27 47 48,33,4,12,17,27,47,48
6/24/2011,6,24,2011,Fri,1,2,10 14 40 49 51,4,3,10,14,40,49,51
6/21/2011,6,21,2011,Tue,0,2,11 24 25 31 46,17,3,11,24,25,31,46
6/17/2011,6,17,2011,Fri,1,2,12 29 46 47 51,24,4,12,29,46,47,51
6/14/2011,6,14,2011,Tue,0,2,09 10 20 51 53,24,4,9,10,20,51,53
6/10/2011,6,10,2011,Fri,1,2,18 21 27 37 38,7,3,18,21,27,37,38
6/7/2011,6,7,2011,Tue,0,2,29 32 35 47 52,13,4,29,32,35,47,52
6/3/2011,6,3,2011,Fri,1,2,20 23 41 49 53,31,3,20,23,41,49,53
5/31/2011,5,31,2011,Tue,0,2,28 30 31 37 55,13,3,28,30,31,37,55
5/27/2011,5,27,2011,Fri,1,2,05 07 14 28 56,10,4,5,7,14,28,56
5/24/2011,5,24,2011,Tue,0,2,09 12 21 42 43,42,3,9,12,21,42,43
5/20/2011,5,20,2011,Fri,1,2,10 17 19 45 48,30,4,10,17,19,45,48
5/17/2011,5,17,2011,Tue,0,2,01 02 17 25 48,45,4,1,2,17,25,48
5/13/2011,5,13,2011,Fri,1,2,03 33 39 47 53,9,4,3,33,39,47,53
5/10/2011,5,10,2011,Tue,0,2,11 16 34 40 51,34,4,11,16,34,40,51
5/6/2011,5,6,2011,Fri,1,2,06 18 26 37 41,9,3,6,18,26,37,41
5/3/2011,5,3,2011,Tue,0,2,01 16 29 36 50,16,2,1,16,29,36,50
4/29/2011,4,29,2011,Fri,1,2,09 10 11 33 51,29,4,9,10,11,33,51
4/26/2011,4,26,2011,Tue,0,2,19 29 32 38 55,15,3,19,29,32,38,55
4/22/2011,4,22,2011,Fri,1,2,03 18 46 51 53,17,3,3,18,46,51,53
4/19/2011,4,19,2011,Tue,0,2,20 24 32 45 51,43,4,20,24,32,45,51
4/15/2011,4,15,2011,Fri,1,2,22 23 33 39 48,29,3,22,23,33,39,48
4/12/2011,4,12,2011,Tue,0,2,10 23 39 41 45,15,2,10,23,39,41,45
4/8/2011,4,8,2011,Fri,1,2,06 40 45 50 56,11,3,6,40,45,50,56
4/5/2011,4,5,2011,Tue,0,2,01 19 20 31 36,9,2,1,19,20,31,36
4/1/2011,4,1,2011,Fri,1,2,13 14 35 36 53,19,3,13,14,35,36,53
3/29/2011,3,29,2011,Tue,0,1,06 15 23 34 38,43,4,6,15,23,34,38
3/25/2011,3,25,2011,Fri,1,1,22 24 31 52 54,4,4,22,24,31,52,54
3/22/2011,3,22,2011,Tue,0,1,01 14 35 50 53,43,4,1,14,35,50,53
3/18/2011,3,18,2011,Fri,1,1,14 33 34 54 56,37,4,14,33,34,54,56
3/15/2011,3,15,2011,Tue,0,1,10 11 12 28 43,45,4,10,11,12,28,43
3/11/2011,3,11,2011,Fri,1,1,14 19 21 42 45,6,2,14,19,21,42,45
3/8/2011,3,8,2011,Tue,0,1,03 17 19 41 55,24,4,3,17,19,41,55
3/4/2011,3,4,2011,Fri,1,1,08 10 15 23 41,7,4,8,10,15,23,41
3/1/2011,3,1,2011,Tue,0,1,01 12 19 20 47,25,3,1,12,19,20,47
2/25/2011,2,25,2011,Fri,1,1,04 05 17 19 50,7,4,4,5,17,19,50
2/22/2011,2,22,2011,Tue,0,1,15 22 23 48 55,31,4,15,22,23,48,55
2/18/2011,2,18,2011,Fri,1,1,05 06 07 30 45,42,3,5,6,7,30,45
2/15/2011,2,15,2011,Tue,0,1,17 18 24 35 39,18,4,17,18,24,35,39
2/11/2011,2,11,2011,Fri,1,1,08 09 17 32 34,13,2,8,9,17,32,34
2/8/2011,2,8,2011,Tue,0,1,25 35 36 47 48,18,2,25,35,36,47,48
2/4/2011,2,4,2011,Fri,1,1,06 20 29 48 55,6,4,6,20,29,48,55
2/1/2011,2,1,2011,Tue,0,1,16 22 23 26 35,31,4,16,22,23,26,35
1/28/2011,1,28,2011,Fri,1,1,14 33 48 49 50,18,4,14,33,48,49,50
1/25/2011,1,25,2011,Tue,0,1,05 08 31 46 50,4,4,5,8,31,46,50
1/21/2011,1,21,2011,Fri,1,1,05 09 21 35 38,20,4,5,9,21,35,38
1/18/2011,1,18,2011,Tue,0,1,04 27 29 38 45,5,4,4,27,29,38,45
1/14/2011,1,14,2011,Fri,1,1,02 15 17 33 35,8,,2,15,17,33,35
1/11/2011,1,11,2011,Tue,0,1,01 04 11 16 45,37,,1,4,11,16,45
1/7/2011,1,7,2011,Fri,1,1,04 22 42 46 53,20,,4,22,42,46,53
1/4/2011,1,4,2011,Tue,0,1,04 08 15 25 47,42,,4,8,15,25,47
12/31/2010,12,31,2010,Fri,1,4,10 12 13 35 56,9,,10,12,13,35,56
12/28/2010,12,28,2010,Tue,0,4,06 18 36 40 49,7,,6,18,36,40,49
12/24/2010,12,24,2010,Fri,1,4,15 16 27 40 52,16,,15,16,27,40,52
12/21/2010,12,21,2010,Tue,0,4,08 11 12 31 32,29,,8,11,12,31,32
12/17/2010,12,17,2010,Fri,1,4,11 20 26 46 53,12,,11,20,26,46,53
12/14/2010,12,14,2010,Tue,0,4,18 22 25 31 38,29,,18,22,25,31,38
12/10/2010,12,10,2010,Fri,1,4,23 27 33 44 46,36,,23,27,33,44,46
12/7/2010,12,7,2010,Tue,0,4,04 38 45 53 54,9,,4,38,45,53,54
12/3/2010,12,3,2010,Fri,1,4,06 11 12 18 56,12,,6,11,12,18,56
11/30/2010,11,30,2010,Tue,0,4,11 16 19 47 53,2,,11,16,19,47,53
11/26/2010,11,26,2010,Fri,1,4,05 09 34 43 47,8,,5,9,34,43,47
11/23/2010,11,23,2010,Tue,0,4,02 06 12 34 35,33,,2,6,12,34,35
11/19/2010,11,19,2010,Fri,1,4,07 14 31 51 54,35,,7,14,31,51,54
11/16/2010,11,16,2010,Tue,0,4,01 26 27 39 46,21,,1,26,27,39,46
11/12/2010,11,12,2010,Fri,1,4,09 26 28 35 38,10,,9,26,28,35,38
11/9/2010,11,9,2010,Tue,0,4,08 26 28 33 53,11,,8,26,28,33,53
11/5/2010,11,5,2010,Fri,1,4,19 25 34 46 53,15,,19,25,34,46,53
11/2/2010,11,2,2010,Tue,0,4,01 03 12 16 54,46,,1,3,12,16,54
10/29/2010,10,29,2010,Fri,1,4,04 19 26 28 39,14,,4,19,26,28,39
10/26/2010,10,26,2010,Tue,0,4,15 21 30 31 32,26,,15,21,30,31,32
10/22/2010,10,22,2010,Fri,1,4,02 07 18 32 53,18,,2,7,18,32,53
10/19/2010,10,19,2010,Tue,0,4,02 09 14 37 42,41,,2,9,14,37,42
10/15/2010,10,15,2010,Fri,1,4,09 10 13 31 50,10,,9,10,13,31,50
10/12/2010,10,12,2010,Tue,0,4,10 31 36 37 43,15,,10,31,36,37,43
10/8/2010,10,8,2010,Fri,1,4,24 29 37 48 50,19,,24,29,37,48,50
10/5/2010,10,5,2010,Tue,0,4,10 19 24 37 44,27,,10,19,24,37,44
10/1/2010,10,1,2010,Fri,1,4,03 08 21 28 52,43,,3,8,21,28,52
9/28/2010,9,28,2010,Tue,0,3,02 10 13 36 38,18,,2,10,13,36,38
9/24/2010,9,24,2010,Fri,1,3,02 28 38 42 55,25,,2,28,38,42,55
9/21/2010,9,21,2010,Tue,0,3,03 20 43 47 52,26,,3,20,43,47,52
9/17/2010,9,17,2010,Fri,1,3,03 04 14 18 27,13,,3,4,14,18,27
9/14/2010,9,14,2010,Tue,0,3,06 14 50 55 56,1,,6,14,50,55,56
9/10/2010,9,10,2010,Fri,1,3,11 12 17 21 23,20,,11,12,17,21,23
9/7/2010,9,7,2010,Tue,0,3,08 18 22 24 38,23,,8,18,22,24,38
9/3/2010,9,3,2010,Fri,1,3,10 13 20 28 36,9,,10,13,20,28,36
8/31/2010,8,31,2010,Tue,0,3,10 20 29 47 48,38,,10,20,29,47,48
8/27/2010,8,27,2010,Fri,1,3,04 10 26 32 41,31,,4,10,26,32,41
8/24/2010,8,24,2010,Tue,0,3,04 23 24 28 32,31,,4,23,24,28,32
8/20/2010,8,20,2010,Fri,1,3,04 13 20 29 48,36,,4,13,20,29,48
8/17/2010,8,17,2010,Tue,0,3,11 19 40 43 44,33,,11,19,40,43,44
8/13/2010,8,13,2010,Fri,1,3,06 17 24 43 55,36,,6,17,24,43,55
8/10/2010,8,10,2010,Tue,0,3,02 14 26 50 56,12,,2,14,26,50,56
8/6/2010,8,6,2010,Fri,1,3,07 13 30 33 54,30,,7,13,30,33,54
8/3/2010,8,3,2010,Tue,0,3,04 13 20 22 56,32,,4,13,20,22,56
7/30/2010,7,30,2010,Fri,1,3,11 30 40 48 52,42,,11,30,40,48,52
7/27/2010,7,27,2010,Tue,0,3,02 07 10 16 29,8,,2,7,10,16,29
7/23/2010,7,23,2010,Fri,1,3,16 19 39 44 49,26,,16,19,39,44,49
7/20/2010,7,20,2010,Tue,0,3,12 18 28 36 43,19,,12,18,28,36,43
7/16/2010,7,16,2010,Fri,1,3,02 15 18 20 39,34,,2,15,18,20,39
7/13/2010,7,13,2010,Tue,0,3,07 11 14 15 34,14,,7,11,14,15,34
7/9/2010,7,9,2010,Fri,1,3,01 31 33 34 50,41,,1,31,33,34,50
7/6/2010,7,6,2010,Tue,0,3,08 18 45 47 50,36,,8,18,45,47,50
7/2/2010,7,2,2010,Fri,1,3,01 10 12 32 36,25,,1,10,12,32,36
6/29/2010,6,29,2010,Tue,0,2,03 04 15 27 37,35,,3,4,15,27,37
6/25/2010,6,25,2010,Fri,1,2,01 02 13 19 27,21,,1,2,13,19,27
6/22/2010,6,22,2010,Tue,0,2,12 17 21 23 30,24,,12,17,21,23,30
6/18/2010,6,18,2010,Fri,1,2,11 36 37 41 55,7,,11,36,37,41,55
6/15/2010,6,15,2010,Tue,0,2,04 12 13 21 27,46,,4,12,13,21,27
6/11/2010,6,11,2010,Fri,1,2,06 13 33 34 42,25,,6,13,33,34,42
6/8/2010,6,8,2010,Tue,0,2,12 18 28 48 54,6,,12,18,28,48,54
6/4/2010,6,4,2010,Fri,1,2,12 13 15 17 50,23,,12,13,15,17,50
6/1/2010,6,1,2010,Tue,0,2,12 27 44 45 51,30,,12,27,44,45,51
5/28/2010,5,28,2010,Fri,1,2,03 11 20 29 39,26,,3,11,20,29,39
5/25/2010,5,25,2010,Tue,0,2,05 14 17 19 24,25,,5,14,17,19,24
5/21/2010,5,21,2010,Fri,1,2,15 20 23 26 30,17,,15,20,23,26,30
5/18/2010,5,18,2010,Tue,0,2,11 13 19 37 40,26,,11,13,19,37,40
5/14/2010,5,14,2010,Fri,1,2,20 21 40 47 56,12,,20,21,40,47,56
5/11/2010,5,11,2010,Tue,0,2,26 33 43 46 54,9,,26,33,43,46,54
5/7/2010,5,7,2010,Fri,1,2,02 07 20 34 50,40,,2,7,20,34,50
5/4/2010,5,4,2010,Tue,0,2,09 21 31 36 43,8,,9,21,31,36,43
4/30/2010,4,30,2010,Fri,1,2,14 20 41 47 53,40,,14,20,41,47,53
4/27/2010,4,27,2010,Tue,0,2,23 37 41 50 55,6,,23,37,41,50,55
4/23/2010,4,23,2010,Fri,1,2,19 26 28 37 52,18,,19,26,28,37,52
4/20/2010,4,20,2010,Tue,0,2,05 08 10 34 42,25,,5,8,10,34,42
4/16/2010,4,16,2010,Fri,1,2,10 16 31 48 50,44,,10,16,31,48,50
4/13/2010,4,13,2010,Tue,0,2,03 12 27 39 47,32,,3,12,27,39,47
4/9/2010,4,9,2010,Fri,1,2,15 18 39 48 53,3,,15,18,39,48,53
4/6/2010,4,6,2010,Tue,0,2,16 43 44 52 56,26,,16,43,44,52,56
4/2/2010,4,2,2010,Fri,1,2,02 17 22 30 31,19,,2,17,22,30,31
3/30/2010,3,30,2010,Tue,0,1,01 11 24 38 44,41,,1,11,24,38,44
3/26/2010,3,26,2010,Fri,1,1,23 41 46 47 52,22,,23,41,46,47,52
3/23/2010,3,23,2010,Tue,0,1,03 25 28 29 40,13,,3,25,28,29,40
3/19/2010,3,19,2010,Fri,1,1,10 31 45 50 54,25,,10,31,45,50,54
3/16/2010,3,16,2010,Tue,0,1,03 22 48 52 56,13,,3,22,48,52,56
3/12/2010,3,12,2010,Fri,1,1,02 15 25 48 53,41,,2,15,25,48,53
3/9/2010,3,9,2010,Tue,0,1,14 16 18 19 29,16,,14,16,18,19,29
3/5/2010,3,5,2010,Fri,1,1,11 31 34 44 52,32,,11,31,34,44,52
3/2/2010,3,2,2010,Tue,0,1,09 12 47 48 56,25,,9,12,47,48,56
2/26/2010,2,26,2010,Fri,1,1,04 14 29 54 56,40,,4,14,29,54,56
2/23/2010,2,23,2010,Tue,0,1,04 16 36 40 53,18,,4,16,36,40,53
2/19/2010,2,19,2010,Fri,1,1,01 22 39 42 46,36,,1,22,39,42,46
2/16/2010,2,16,2010,Tue,0,1,11 12 21 29 45,5,,11,12,21,29,45
2/12/2010,2,12,2010,Fri,1,1,14 16 17 33 47,23,,14,16,17,33,47
2/9/2010,2,9,2010,Tue,0,1,02 17 20 26 48,12,,2,17,20,26,48
2/5/2010,2,5,2010,Fri,1,1,10 20 45 51 53,41,,10,20,45,51,53
2/2/2010,2,2,2010,Tue,0,1,06 07 26 27 49,9,,6,7,26,27,49
1/29/2010,1,29,2010,Fri,1,1,01 10 22 23 38,19,,1,10,22,23,38
1/26/2010,1,26,2010,Tue,0,1,07 08 38 39 48,22,,7,8,38,39,48
1/22/2010,1,22,2010,Fri,1,1,08 13 27 28 52,9,,8,13,27,28,52
1/19/2010,1,19,2010,Tue,0,1,04 05 34 38 41,18,,4,5,34,38,41
1/15/2010,1,15,2010,Fri,1,1,04 07 19 21 38,29,,4,7,19,21,38
1/12/2010,1,12,2010,Tue,0,1,05 09 31 37 56,16,,5,9,31,37,56
1/8/2010,1,8,2010,Fri,1,1,18 20 31 36 43,33,,18,20,31,36,43
1/5/2010,1,5,2010,Tue,0,1,13 28 39 50 55,10,,13,28,39,50,55
1/1/2010,1,1,2010,Fri,1,1,06 08 27 40 41,21,,6,8,27,40,41
12/29/2009,12,29,2009,Tue,0,4,02 05 29 35 51,3,,2,5,29,35,51
12/22/2009,12,22,2009,Tue,0,4,03 33 35 39 45,13,,3,33,35,39,45
12/18/2009,12,18,2009,Fri,1,4,10 20 30 44 49,24,,10,20,30,44,49
12/15/2009,12,15,2009,Tue,0,4,27 31 32 36 47,35,,27,31,32,36,47
12/11/2009,12,11,2009,Fri,1,4,02 21 27 34 44,45,,2,21,27,34,44
12/8/2009,12,8,2009,Tue,0,4,20 23 28 30 46,29,,20,23,28,30,46
12/4/2009,12,4,2009,Fri,1,4,04 33 41 51 56,38,,4,33,41,51,56
12/1/2009,12,1,2009,Tue,0,4,17 30 39 52 53,21,,17,30,39,52,53
11/27/2009,11,27,2009,Fri,1,4,12 25 37 39 45,11,,12,25,37,39,45
11/24/2009,11,24,2009,Tue,0,4,10 11 35 37 50,12,,10,11,35,37,50
11/20/2009,11,20,2009,Fri,1,4,03 04 07 16 56,39,,3,4,7,16,56
11/17/2009,11,17,2009,Tue,0,4,08 22 27 49 50,28,,8,22,27,49,50
11/13/2009,11,13,2009,Fri,1,4,27 43 45 49 54,44,,27,43,45,49,54
11/10/2009,11,10,2009,Tue,0,4,08 21 29 34 37,15,,8,21,29,34,37
11/6/2009,11,6,2009,Fri,1,4,07 11 27 40 46,8,,7,11,27,40,46
11/3/2009,11,3,2009,Tue,0,4,05 18 23 31 38,20,,5,18,23,31,38
10/30/2009,10,30,2009,Fri,1,4,04 15 17 29 38,20,,4,15,17,29,38
10/27/2009,10,27,2009,Tue,0,4,07 13 37 46 51,2,,7,13,37,46,51
10/23/2009,10,23,2009,Fri,1,4,27 45 48 54 56,2,,27,45,48,54,56
10/20/2009,10,20,2009,Tue,0,4,13 17 25 45 55,8,,13,17,25,45,55
10/16/2009,10,16,2009,Fri,1,4,10 13 18 33 51,43,,10,13,18,33,51
10/13/2009,10,13,2009,Tue,0,4,17 31 34 45 51,24,,17,31,34,45,51
10/9/2009,10,9,2009,Fri,1,4,03 14 21 24 51,14,,3,14,21,24,51
10/6/2009,10,6,2009,Tue,0,4,09 33 51 53 56,39,,9,33,51,53,56
10/2/2009,10,2,2009,Fri,1,4,15 24 51 53 55,11,,15,24,51,53,55
9/29/2009,9,29,2009,Tue,0,3,02 21 25 45 50,21,,2,21,25,45,50
9/25/2009,9,25,2009,Fri,1,3,07 27 42 49 52,19,,7,27,42,49,52
9/22/2009,9,22,2009,Tue,0,3,26 29 33 39 46,24,,26,29,33,39,46
9/18/2009,9,18,2009,Fri,1,3,18 27 31 36 52,33,,18,27,31,36,52
9/15/2009,9,15,2009,Tue,0,3,29 30 32 35 41,39,,29,30,32,35,41
